,Wavelength,n,k,comp
1473,1665,2.002543,0.0,(2.002543+0j)
1474,1666,2.002531,0.0,(2.002531+0j)
1475,1667,2.00252,0.0,(2.00252+0j)
1476,1668,2.002508,0.0,(2.002508+0j)
1477,1669,2.002497,0.0,(2.002497+0j)
1478,1670,2.002486,0.0,(2.002486+0j)
1479,1671,2.002475,0.0,(2.002475+0j)
1480,1672,2.002463,0.0,(2.002463+0j)
1481,1673,2.002452,0.0,(2.002452+0j)
1482,1674,2.002441,0.0,(2.002441+0j)
1483,1675,2.002429,0.0,(2.002429+0j)
1484,1676,2.002418,0.0,(2.002418+0j)
1485,1677,2.002407,0.0,(2.002407+0j)
1486,1678,2.002396,0.0,(2.002396+0j)
1487,1679,2.002385,0.0,(2.002385+0j)
1488,1680,2.002374,0.0,(2.002374+0j)
1489,1681,2.002363,0.0,(2.002363+0j)
1490,1682,2.002352,0.0,(2.002352+0j)
1491,1683,2.002341,0.0,(2.002341+0j)
1492,1684,2.002329,0.0,(2.002329+0j)
1493,1685,2.002318,0.0,(2.002318+0j)
1494,1686,2.002307,0.0,(2.002307+0j)
